เดือน,ยี่ห้อ,แบบรถ,รุ่นย่อย,ประเภท,จำนวน
2023-07,Mazda,CX-3,,RY1,847
2023-08,Mazda,CX-3,2.0 Base Plus,RY1,723
2023-09,Mazda,CX-3,,RY1,241
2023-10,Mazda,CX-3,2.0 Base Plus,RY1,665
2023-11,Mazda,CX-3,2.0 Base Plus,RY1,572
2023-12,Mazda,CX-3,2.0 Base Plus,RY1,854
2024-01,Mazda,CX-3,,RY1,759
2024-02,Mazda,CX-3,2.0 Base Plus,RY1,1053
2024-03,Mazda,CX-3,,RY1,398
2024-04,Mazda,CX-3,2.0 Base Plus,RY1,583
2024-05,Mazda,CX-3,2.0 Base Plus,RY1,721
2024-06,Mazda,CX-3,,RY1,600
2024-07,Mazda,CX-3,2.0 Base Plus,RY1,462
2024-08,Mazda,CX-3,,RY1,554
2024-09,Mazda,CX-3,,RY1,776
2024-10,Mazda,CX-3,2.0 Base Plus,RY1,703
2024-11,Mazda,CX-3,,RY1,821
2024-12,Mazda,CX-3,,RY1,988
2025-01,Mazda,CX-3,2.0 Base Plus,RY1,982
2025-02,Mazda,CX-3,,RY1,447
2025-03,Mazda,CX-3,,RY1,864
2025-04,Mazda,CX-3,,RY1,1018
2025-05,Mazda,CX-3,,RY1,570
2025-06,Mazda,CX-3,2.0 Base Plus,RY1,864
2025-07,Mazda,CX-3,,RY1,677
2025-08,Mazda,CX-3,,RY1,934
2025-09,Mazda,CX-3,2.0 Base Plus,RY1,625
2025-10,Mazda,CX-3,,RY1,697
2025-11,Mazda,CX-3,2.0 Base Plus,RY1,693
2025-12,Mazda,CX-3,,RY1,932
2023-01,Mazda,CX-30,2.0 SP,RY1,458
2023-02,Mazda,CX-30,,RY1,331
2023-03,Mazda,CX-30,,RY1,247
2023-04,Mazda,CX-30,2.0 SP,RY1,305
2023-05,Mazda,CX-30,,RY1,305
2023-06,Mazda,CX-30,2.0 SP,RY1,344
2023-07,Mazda,CX-30,,RY1,418
2023-08,Mazda,CX-30,2.0 SP,RY1,309
2023-09,Mazda,CX-30,,RY1,345
2023-10,Mazda,CX-30,,RY1,481
2023-11,Mazda,CX-30,,RY1,528
2023-12,Mazda,CX-30,,RY1,367
2024-01,Mazda,CX-30,2.0 SP,RY1,301
2024-02,Mazda,CX-30,2.0 SP,RY1,429
2024-03,Mazda,CX-30,2.0 SP,RY1,216
2024-04,Mazda,CX-30,,RY1,402
2024-05,Mazda,CX-30,,RY1,258
2024-06,Mazda,CX-30,2.0 SP,RY1,412
2024-07,Mazda,CX-30,2.0 SP,RY1,430
2024-08,Mazda,CX-30,,RY1,253
2024-09,Mazda,CX-30,,RY1,456
2024-10,Mazda,CX-30,2.0 SP,RY1,333
2024-11,Mazda,CX-30,2.0 SP,RY1,315
2024-12,Mazda,CX-30,2.0 SP,RY1,519
2025-01,Mazda,CX-30,,RY1,523
2025-02,Mazda,CX-30,,RY1,462
2025-03,Mazda,CX-30,,RY1,464
2025-04,Mazda,CX-30,,RY1,489
2025-05,Mazda,CX-30,2.0 SP,RY1,529
2025-06,Mazda,CX-30,2.0 SP,RY1,470
2025-07,Mazda,CX-30,,RY1,340
2025-08,Mazda,CX-30,2.0 SP,RY1,512
2025-09,Mazda,CX-30,,RY1,494
2025-10,Mazda,CX-30,2.0 SP,RY1,425
2025-11,Mazda,CX-30,2.0 SP,RY1,340
2025-12,Mazda,CX-30,,RY1,396
2023-01,Mazda,CX-5,2.0 SP,RY1,186
2023-02,Mazda,CX-5,,RY1,282
2023-03,Mazda,CX-5,,RY1,218
2023-04,Mazda,CX-5,,RY1,207
2023-05,Mazda,CX-5,2.0 SP,RY1,209
2023-06,Mazda,CX-5,,RY1,195
2023-07,Mazda,CX-5,,RY1,161
2023-08,Mazda,CX-5,2.0 SP,RY1,160
2023-09,Mazda,CX-5,,RY1,234
2023-10,Mazda,CX-5,,RY1,193
2023-11,Mazda,CX-5,,RY1,144
2023-12,Mazda,CX-5,2.0 SP,RY1,236
2024-01,Mazda,CX-5,,RY1,134
2024-02,Mazda,CX-5,2.0 SP,RY1,230
2024-03,Mazda,CX-5,,RY1,185
2024-04,Mazda,CX-5,2.0 SP,RY1,198
2024-05,Mazda,CX-5,,RY1,159
2024-06,Mazda,CX-5,,RY1,209
2024-07,Mazda,CX-5,2.0 SP,RY1,186
2024-08,Mazda,CX-5,,RY1,215
2024-09,Mazda,CX-5,,RY1,181
2024-10,Mazda,CX-5,2.0 SP,RY1,242
2024-11,Mazda,CX-5,,RY1,164
2024-12,Mazda,CX-5,,RY1,236
2025-01,Mazda,CX-5,,RY1,122
2025-02,Mazda,CX-5,,RY1,204
2025-03,Mazda,CX-5,2.0 SP,RY1,320
2025-04,Mazda,CX-5,2.0 SP,RY1,288
2025-05,Mazda,CX-5,,RY1,221
2025-06,Mazda,CX-5,,RY1,237
2025-07,Mazda,CX-5,,RY1,184
2025-08,Mazda,CX-5,,RY1,180
2025-09,Mazda,CX-5,,RY1,319
2025-10,Mazda,CX-5,,RY1,218
2025-11,Mazda,CX-5,,RY1,274
2025-12,Mazda,CX-5,2.0 SP,RY1,222
2023-01,Mazda,CX-8,,RY1,148
2023-02,Mazda,CX-8,,RY1,189
2023-03,Mazda,CX-8,,RY1,154
2023-04,Mazda,CX-8,2.5 SP,RY1,179
2023-05,Mazda,CX-8,2.5 SP,RY1,161
2023-06,Mazda,CX-8,2.5 SP,RY1,141
2023-07,Mazda,CX-8,2.5 SP,RY1,116
2023-08,Mazda,CX-8,,RY1,268
2023-09,Mazda,CX-8,2.5 SP,RY1,135
2023-10,Mazda,CX-8,,RY1,122
2023-11,Mazda,CX-8,2.5 SP,RY1,217
2023-12,Mazda,CX-8,,RY1,70
2024-01,Mazda,CX-8,2.5 SP,RY1,168
2024-02,Mazda,CX-8,,RY1,170
2024-03,Mazda,CX-8,,RY1,93
2024-04,Mazda,CX-8,,RY1,76
2024-05,Mazda,CX-8,2.5 SP,RY1,111
2024-06,Mazda,CX-8,,RY1,134
2024-07,Mazda,CX-8,2.5 SP,RY1,104
2024-08,Mazda,CX-8,,RY1,173
2024-09,Mazda,CX-8,,RY1,67
2024-10,Mazda,CX-8,,RY1,100
2024-11,Mazda,CX-8,,RY1,64
2024-12,Mazda,CX-8,,RY1,119
2025-01,Mazda,CX-8,,RY1,80
2025-02,Mazda,CX-8,,RY1,200
2025-03,Mazda,CX-8,2.5 SP,RY1,164
2025-04,Mazda,CX-8,2.5 SP,RY1,123
2025-05,Mazda,CX-8,,RY1,170
2025-06,Mazda,CX-8,2.5 SP,RY1,86
2025-07,Mazda,CX-8,,RY1,161
2025-08,Mazda,CX-8,2.5 SP,RY1,164
2025-09,Mazda,CX-8,2.5 SP,RY1,161
2025-10,Mazda,CX-8,,RY1,101
2025-11,Mazda,CX-8,,RY1,73
2025-12,Mazda,CX-8,,RY1,135
2023-01,Mazda,BT-50,1.9 S Single Cab,RY3,874
2023-02,Mazda,BT-50,1.9 S Single Cab,RY3,1284
2023-03,Mazda,BT-50,1.9 S Single Cab,RY3,1063
2023-04,Mazda,BT-50,,RY3,1389
2023-05,Mazda,BT-50,1.9 S Single Cab,RY3,1075
2023-06,Mazda,BT-50,,RY3,1793
2023-07,Mazda,BT-50,,RY3,1491
2023-08,Mazda,BT-50,1.9 S Single Cab,RY3,1057
2023-09,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,903
2023-10,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,917
2023-11,Mazda,BT-50,1.9 S Single Cab,RY3,1262
2023-12,Mazda,BT-50,,RY3,1289
2024-01,Mazda,BT-50,,RY3,1582
2024-02,Mazda,BT-50,,RY3,924
2024-03,Mazda,BT-50,,RY3,1223
2024-04,Mazda,BT-50,,RY3,1156
2024-05,Mazda,BT-50,1.9 S Single Cab,RY3,1176
2024-06,Mazda,BT-50,1.9 S Single Cab,RY3,1569
2024-07,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,1605
2024-08,Mazda,BT-50,,RY3,1076
2024-09,Mazda,BT-50,,RY3,1366
2024-10,Mazda,BT-50,,RY3,1907
2024-11,Mazda,BT-50,,RY3,929
2024-12,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,810
2025-01,Mazda,BT-50,,RY3,1762
2025-02,Mazda,BT-50,,RY3,1337
2025-03,Mazda,BT-50,,RY3,1459
2025-04,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,1817
2025-05,Mazda,BT-50,,RY3,2065
2025-06,Mazda,BT-50,1.9 S Single Cab,RY3,1452
2025-07,Mazda,BT-50,,RY3,1453
2025-08,Mazda,BT-50,1.9 S Single Cab,RY3,1503
2025-09,Mazda,BT-50,,RY3,1027
2025-10,Mazda,BT-50,,RY3,1856
2025-11,Mazda,BT-50,3.0 SP 4x4 Double Cab,RY3,2007
2025-12,Mazda,BT-50,,RY3,1410
2023-01,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,146
2023-02,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,50
2023-03,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,110
2023-04,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,62
2023-05,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,125
2023-06,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,120
2023-07,Mercedes-Benz,C-Class,,RY1,75
2023-08,Mercedes-Benz,C-Class,,RY1,123
2023-09,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,108
2023-10,Mercedes-Benz,C-Class,,RY1,102
2023-11,Mercedes-Benz,C-Class,,RY1,114
2023-12,Mercedes-Benz,C-Class,,RY1,102
2024-01,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,83
2024-02,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,132
2024-03,Mercedes-Benz,C-Class,,RY1,46
2024-04,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,67
2024-05,Mercedes-Benz,C-Class,,RY1,90
2024-06,Mercedes-Benz,C-Class,,RY1,74
2024-07,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,113
2024-08,Mercedes-Benz,C-Class,,RY1,151
2024-09,Mercedes-Benz,C-Class,,RY1,38
2024-10,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,108
2024-11,Mercedes-Benz,C-Class,,RY1,63
2024-12,Mercedes-Benz,C-Class,,RY1,142
2025-01,Mercedes-Benz,C-Class,,RY1,98
2025-02,Mercedes-Benz,C-Class,,RY1,123
2025-03,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,124
2025-04,Mercedes-Benz,C-Class,,RY1,171
2025-05,Mercedes-Benz,C-Class,,RY1,98
2025-06,Mercedes-Benz,C-Class,,RY1,106
2025-07,Mercedes-Benz,C-Class,,RY1,105
2025-08,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,138
2025-09,Mercedes-Benz,C-Class,,RY1,120
2025-10,Mercedes-Benz,C-Class,,RY1,97
2025-11,Mercedes-Benz,C-Class,,RY1,64
2025-12,Mercedes-Benz,C-Class,C350e AMG Dynamic,RY1,120
2024-01,Mercedes-Benz,E-Class,,RY1,30
2024-02,Mercedes-Benz,E-Class,,RY1,14
2024-03,Mercedes-Benz,E-Class,,RY1,13
2024-04,Mercedes-Benz,E-Class,,RY1,24
2024-05,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,31
2024-06,Mercedes-Benz,E-Class,,RY1,24
2024-07,Mercedes-Benz,E-Class,,RY1,27
2024-08,Mercedes-Benz,E-Class,,RY1,21
2024-09,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,26
2024-10,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,40
2024-11,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,5
2024-12,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,13
2025-01,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,25
2025-02,Mercedes-Benz,E-Class,,RY1,11
2025-03,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,33
2025-04,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,29
2025-05,Mercedes-Benz,E-Class,,RY1,21
2025-06,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,17
2025-07,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,22
2025-08,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,20
2025-09,Mercedes-Benz,E-Class,,RY1,7
2025-10,Mercedes-Benz,E-Class,,RY1,24
2025-11,Mercedes-Benz,E-Class,,RY1,19
2025-12,Mercedes-Benz,E-Class,E220d AMG Dynamic,RY1,23
2023-01,Mercedes-Benz,GLA,,RY1,282
2023-02,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,453
2023-03,Mercedes-Benz,GLA,,RY1,451
2023-04,Mercedes-Benz,GLA,,RY1,573
2023-05,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,72
2023-06,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,230
2023-07,Mercedes-Benz,GLA,,RY1,309
2023-08,Mercedes-Benz,GLA,,RY1,434
2023-09,Mercedes-Benz,GLA,,RY1,512
2023-10,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,296
2023-11,Mercedes-Benz,GLA,,RY1,306
2023-12,Mercedes-Benz,GLA,,RY1,537
2024-01,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,184
2024-02,Mercedes-Benz,GLA,,RY1,364
2024-03,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,291
2024-04,Mercedes-Benz,GLA,,RY1,375
2024-05,Mercedes-Benz,GLA,,RY1,377
2024-06,Mercedes-Benz,GLA,,RY1,503
2024-07,Mercedes-Benz,GLA,,RY1,383
2024-08,Mercedes-Benz,GLA,,RY1,251
2024-09,Mercedes-Benz,GLA,,RY1,345
2024-10,Mercedes-Benz,GLA,,RY1,483
2024-11,Mercedes-Benz,GLA,,RY1,506
2024-12,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,391
2025-01,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,223
2025-02,Mercedes-Benz,GLA,,RY1,406
2025-03,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,625
2025-04,Mercedes-Benz,GLA,,RY1,265
2025-05,Mercedes-Benz,GLA,,RY1,186
2025-06,Mercedes-Benz,GLA,,RY1,382
2025-07,Mercedes-Benz,GLA,,RY1,281
2025-08,Mercedes-Benz,GLA,,RY1,327
2025-09,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,324
2025-10,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,551
2025-11,Mercedes-Benz,GLA,GLA200 AMG Dynamic,RY1,440
2025-12,Mercedes-Benz,GLA,,RY1,472
2023-01,Mercedes-Benz,GLC,,RY1,84
2023-02,Mercedes-Benz,GLC,,RY1,87
2023-03,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,127
2023-04,Mercedes-Benz,GLC,,RY1,59
2023-05,Mercedes-Benz,GLC,,RY1,133
2023-06,Mercedes-Benz,GLC,,RY1,110
2023-07,Mercedes-Benz,GLC,,RY1,123
2023-08,Mercedes-Benz,GLC,,RY1,94
2023-09,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,145
2023-10,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,95
2023-11,Mercedes-Benz,GLC,,RY1,152
2023-12,Mercedes-Benz,GLC,,RY1,107
2024-01,Mercedes-Benz,GLC,,RY1,133
2024-02,Mercedes-Benz,GLC,,RY1,147
2024-03,Mercedes-Benz,GLC,,RY1,117
2024-04,Mercedes-Benz,GLC,,RY1,85
2024-05,Mercedes-Benz,GLC,,RY1,116
2024-06,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,165
2024-07,Mercedes-Benz,GLC,,RY1,106
2024-08,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,130
2024-09,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,190
2024-10,Mercedes-Benz,GLC,,RY1,146
2024-11,Mercedes-Benz,GLC,,RY1,131
2024-12,Mercedes-Benz,GLC,,RY1,168
2025-01,Mercedes-Benz,GLC,,RY1,209
2025-02,Mercedes-Benz,GLC,,RY1,167
2025-03,Mercedes-Benz,GLC,,RY1,121
2025-04,Mercedes-Benz,GLC,,RY1,186
2025-05,Mercedes-Benz,GLC,,RY1,155
2025-06,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,139
2025-07,Mercedes-Benz,GLC,,RY1,157
2025-08,Mercedes-Benz,GLC,,RY1,143
2025-09,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,124
2025-10,Mercedes-Benz,GLC,,RY1,147
2025-11,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,92
2025-12,Mercedes-Benz,GLC,GLC300e AMG Dynamic,RY1,127
2023-01,Mercedes-Benz,EQS,,RY1,22
2023-02,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,18
2023-03,Mercedes-Benz,EQS,,RY1,28
2023-04,Mercedes-Benz,EQS,,RY1,33
2023-05,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,16
2023-06,Mercedes-Benz,EQS,,RY1,29
2023-07,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,30
2023-08,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,19
2023-09,Mercedes-Benz,EQS,,RY1,48
2023-10,Mercedes-Benz,EQS,,RY1,27
2023-11,Mercedes-Benz,EQS,,RY1,16
2023-12,Mercedes-Benz,EQS,,RY1,31
2024-01,Mercedes-Benz,EQS,,RY1,33
2024-02,Mercedes-Benz,EQS,,RY1,33
2024-03,Mercedes-Benz,EQS,,RY1,27
2024-04,Mercedes-Benz,EQS,,RY1,40
2024-05,Mercedes-Benz,EQS,,RY1,17
2024-06,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,37
2024-07,Mercedes-Benz,EQS,,RY1,24
2024-08,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,23
2024-09,Mercedes-Benz,EQS,,RY1,33
2024-10,Mercedes-Benz,EQS,,RY1,27
2024-11,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,47
2024-12,Mercedes-Benz,EQS,,RY1,29
2025-01,Mercedes-Benz,EQS,,RY1,17
2025-02,Mercedes-Benz,EQS,,RY1,23
2025-03,Mercedes-Benz,EQS,,RY1,22
2025-04,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,50
2025-05,Mercedes-Benz,EQS,,RY1,42
2025-06,Mercedes-Benz,EQS,,RY1,36
2025-07,Mercedes-Benz,EQS,,RY1,32
2025-08,Mercedes-Benz,EQS,,RY1,13
2025-09,Mercedes-Benz,EQS,,RY1,31
2025-10,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,20
2025-11,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,40
2025-12,Mercedes-Benz,EQS,EQS500 4Matic AMG,RY1,32
2024-07,MG,MG3,,RY1,1725
2024-08,MG,MG3,,RY1,1236
2024-09,MG,MG3,1.5 HEV+,RY1,1083
2024-10,MG,MG3,,RY1,870
2024-11,MG,MG3,,RY1,1668
2024-12,MG,MG3,,RY1,1473
2025-01,MG,MG3,,RY1,1152
2025-02,MG,MG3,1.5 HEV+,RY1,1033
2025-03,MG,MG3,,RY1,1536
2025-04,MG,MG3,,RY1,1427
2025-05,MG,MG3,,RY1,1634
2025-06,MG,MG3,,RY1,1572
2025-07,MG,MG3,,RY1,1320
2025-08,MG,MG3,,RY1,1037
2025-09,MG,MG3,1.5 HEV+,RY1,1670
2025-10,MG,MG3,,RY1,1444
2025-11,MG,MG3,,RY1,1228
2025-12,MG,MG3,1.5 HEV+,RY1,1195
2023-01,MG,MG4 Electric,,RY1,466
2023-02,MG,MG4 Electric,,RY1,772
2023-03,MG,MG4 Electric,,RY1,564
2023-04,MG,MG4 Electric,,RY1,732
2023-05,MG,MG4 Electric,D 51kWh,RY1,545
2023-06,MG,MG4 Electric,,RY1,766
2023-07,MG,MG4 Electric,,RY1,985
2023-08,MG,MG4 Electric,,RY1,549
2023-09,MG,MG4 Electric,X 64kWh,RY1,639
2023-10,MG,MG4 Electric,,RY1,517
2023-11,MG,MG4 Electric,,RY1,723
2023-12,MG,MG4 Electric,X 64kWh,RY1,582
2024-01,MG,MG4 Electric,X 64kWh,RY1,740
2024-02,MG,MG4 Electric,,RY1,1010
2024-03,MG,MG4 Electric,,RY1,738
2024-04,MG,MG4 Electric,D 51kWh,RY1,529
2024-05,MG,MG4 Electric,,RY1,863
2024-06,MG,MG4 Electric,X 64kWh,RY1,833
2024-07,MG,MG4 Electric,D 51kWh,RY1,839
2024-08,MG,MG4 Electric,,RY1,850
2024-09,MG,MG4 Electric,,RY1,1080
2024-10,MG,MG4 Electric,,RY1,555
2024-11,MG,MG4 Electric,,RY1,810
2024-12,MG,MG4 Electric,X 64kWh,RY1,1142
2025-01,MG,MG4 Electric,,RY1,764
2025-02,MG,MG4 Electric,,RY1,686
2025-03,MG,MG4 Electric,,RY1,948
2025-04,MG,MG4 Electric,X 64kWh,RY1,738
2025-05,MG,MG4 Electric,,RY1,844
2025-06,MG,MG4 Electric,,RY1,659
2025-07,MG,MG4 Electric,,RY1,682
2025-08,MG,MG4 Electric,X 64kWh,RY1,1023
2025-09,MG,MG4 Electric,D 51kWh,RY1,715
2025-10,MG,MG4 Electric,,RY1,917
2025-11,MG,MG4 Electric,,RY1,993
2025-12,MG,MG4 Electric,,RY1,1096
2023-01,MG,MG5,,RY1,779
2023-02,MG,MG5,,RY1,342
2023-03,MG,MG5,,RY1,597
2023-04,MG,MG5,1.5 X,RY1,745
2023-05,MG,MG5,,RY1,537
2023-06,MG,MG5,,RY1,509
2023-07,MG,MG5,,RY1,921
2023-08,MG,MG5,,RY1,336
2023-09,MG,MG5,,RY1,721
2023-10,MG,MG5,,RY1,452
2023-11,MG,MG5,,RY1,331
2023-12,MG,MG5,,RY1,464
2024-01,MG,MG5,,RY1,730
2024-02,MG,MG5,1.5 X,RY1,400
2024-03,MG,MG5,,RY1,803
2024-04,MG,MG5,,RY1,648
2024-05,MG,MG5,1.5 X,RY1,794
2024-06,MG,MG5,,RY1,431
2024-07,MG,MG5,,RY1,540
2024-08,MG,MG5,,RY1,764
2024-09,MG,MG5,,RY1,512
2024-10,MG,MG5,,RY1,542
2024-11,MG,MG5,,RY1,454
2024-12,MG,MG5,,RY1,603
2025-01,MG,MG5,1.5 X,RY1,326
2025-02,MG,MG5,1.5 X,RY1,548
2025-03,MG,MG5,,RY1,835
2025-04,MG,MG5,,RY1,652
2025-05,MG,MG5,1.5 X,RY1,455
2025-06,MG,MG5,,RY1,765
2025-07,MG,MG5,,RY1,521
2025-08,MG,MG5,,RY1,372
2025-09,MG,MG5,,RY1,559
2025-10,MG,MG5,,RY1,586
2025-11,MG,MG5,,RY1,459
2025-12,MG,MG5,,RY1,404
2023-01,MG,MG ZS,,RY1,856
2023-02,MG,MG ZS,,RY1,814
2023-03,MG,MG ZS,,RY1,1129
2023-04,MG,MG ZS,,RY1,662
2023-05,MG,MG ZS,1.5 X,RY1,923
2023-06,MG,MG ZS,,RY1,656
2023-07,MG,MG ZS,1.5 X,RY1,1492
2023-08,MG,MG ZS,,RY1,1428
2023-09,MG,MG ZS,,RY1,1115
2023-10,MG,MG ZS,1.5 X,RY1,1151
2023-11,MG,MG ZS,1.5 X,RY1,1049
2023-12,MG,MG ZS,,RY1,1384
2024-01,MG,MG ZS,,RY1,1174
2024-02,MG,MG ZS,1.5 X,RY1,843
2024-03,MG,MG ZS,,RY1,1427
2024-04,MG,MG ZS,1.5 X,RY1,1151
2024-05,MG,MG ZS,,RY1,787
2024-06,MG,MG ZS,1.5 X,RY1,821
2024-07,MG,MG ZS,1.5 X,RY1,978
2024-08,MG,MG ZS,1.5 X,RY1,1250
2024-09,MG,MG ZS,,RY1,766
2024-10,MG,MG ZS,,RY1,991
2024-11,MG,MG ZS,,RY1,1062
2024-12,MG,MG ZS,,RY1,1850
2025-01,MG,MG ZS,,RY1,920
2025-02,MG,MG ZS,,RY1,1236
2025-03,MG,MG ZS,1.5 X,RY1,1413
2025-04,MG,MG ZS,,RY1,1135
2025-05,MG,MG ZS,,RY1,1281
2025-06,MG,MG ZS,,RY1,831
2025-07,MG,MG ZS,,RY1,1091
2025-08,MG,MG ZS,1.5 X,RY1,740
2025-09,MG,MG ZS,,RY1,1482
2025-10,MG,MG ZS,,RY1,1100
2025-11,MG,MG ZS,,RY1,982
2025-12,MG,MG ZS,1.5 X,RY1,1196
2023-01,MG,MG ZS EV,Long Range,RY1,1078
2023-02,MG,MG ZS EV,,RY1,1080
2023-03,MG,MG ZS EV,Long Range,RY1,842
2023-04,MG,MG ZS EV,,RY1,1659
2023-05,MG,MG ZS EV,,RY1,647
2023-06,MG,MG ZS EV,,RY1,951
2023-07,MG,MG ZS EV,,RY1,799
2023-08,MG,MG ZS EV,Long Range,RY1,782
2023-09,MG,MG ZS EV,,RY1,946
2023-10,MG,MG ZS EV,,RY1,1490
2023-11,MG,MG ZS EV,Long Range,RY1,671
2023-12,MG,MG ZS EV,,RY1,673
2024-01,MG,MG ZS EV,,RY1,828
2024-02,MG,MG ZS EV,,RY1,909
2024-03,MG,MG ZS EV,,RY1,1343
2024-04,MG,MG ZS EV,,RY1,1342
2024-05,MG,MG ZS EV,Long Range,RY1,872
2024-06,MG,MG ZS EV,Long Range,RY1,1199
2024-07,MG,MG ZS EV,,RY1,451
2024-08,MG,MG ZS EV,Long Range,RY1,1455
2024-09,MG,MG ZS EV,,RY1,1098
2024-10,MG,MG ZS EV,,RY1,1201
2024-11,MG,MG ZS EV,,RY1,1046
2024-12,MG,MG ZS EV,Long Range,RY1,548
2025-01,MG,MG ZS EV,,RY1,954
2025-02,MG,MG ZS EV,,RY1,1196
2025-03,MG,MG ZS EV,,RY1,599
2025-04,MG,MG ZS EV,,RY1,742
2025-05,MG,MG ZS EV,Long Range,RY1,1121
2025-06,MG,MG ZS EV,,RY1,899
2025-07,MG,MG ZS EV,Long Range,RY1,889
2025-08,MG,MG ZS EV,,RY1,701
2025-09,MG,MG ZS EV,,RY1,612
2025-10,MG,MG ZS EV,,RY1,1036
2025-11,MG,MG ZS EV,,RY1,710
2025-12,MG,MG ZS EV,,RY1,1092
2023-01,MG,MG HS,,RY1,902
2023-02,MG,MG HS,,RY1,437
2023-03,MG,MG HS,,RY1,584
2023-04,MG,MG HS,PHEV X,RY1,691
2023-05,MG,MG HS,PHEV X,RY1,543
2023-06,MG,MG HS,,RY1,613
2023-07,MG,MG HS,,RY1,659
2023-08,MG,MG HS,,RY1,586
2023-09,MG,MG HS,1.5 Turbo X,RY1,473
2023-10,MG,MG HS,,RY1,530
2023-11,MG,MG HS,1.5 Turbo X,RY1,810
2023-12,MG,MG HS,,RY1,477
2024-01,MG,MG HS,,RY1,682
2024-02,MG,MG HS,,RY1,803
2024-03,MG,MG HS,,RY1,460
2024-04,MG,MG HS,PHEV X,RY1,705
2024-05,MG,MG HS,,RY1,470
2024-06,MG,MG HS,PHEV X,RY1,694
2024-07,MG,MG HS,,RY1,610
2024-08,MG,MG HS,1.5 Turbo X,RY1,773
2024-09,MG,MG HS,,RY1,765
2024-10,MG,MG HS,,RY1,464
2024-11,MG,MG HS,1.5 Turbo X,RY1,795
2024-12,MG,MG HS,,RY1,683
2025-01,MG,MG HS,,RY1,523
2025-02,MG,MG HS,,RY1,491
2025-03,MG,MG HS,1.5 Turbo X,RY1,211
2025-04,MG,MG HS,,RY1,603
2025-05,MG,MG HS,,RY1,157
